,,,"D001","D002","D003","D004","D005","D006","D007","D008","D009","D010","D011","D012","D013","D014","D015","D016","D017"
,,,"Total:","Total:","Total:","Total:","Total:","Total:","Total:","Total:","Total:","Total:","Total:","Total:","Total:","Total:","Total:","Total:","Total:"
"GEO.id","GEO.id2","GEO.display-label",,"Not Hispanic or Latino:","Not Hispanic or Latino:","Not Hispanic or Latino:","Not Hispanic or Latino:","Not Hispanic or Latino:","Not Hispanic or Latino:","Not Hispanic or Latino:","Not Hispanic or Latino:","Hispanic or Latino:","Hispanic or Latino:","Hispanic or Latino:","Hispanic or Latino:","Hispanic or Latino:","Hispanic or Latino:","Hispanic or Latino:","Hispanic or Latino:"
"Id","Id2","Geography",,,"White alone","Black or African American alone","American Indian and Alaska Native alone","Asian alone","Native Hawaiian and Other Pacific Islander alone","Some Other Race alone","Two or More Races",,"White alone","Black or African American alone","American Indian and Alaska Native alone","Asian alone","Native Hawaiian and Other Pacific Islander alone","Some Other Race alone","Two or More Races"
"1000000US060750330002003",60750330002003,"Block 2003, Block Group 2, Census Tract 330, San Francisco County, California",143,132,48,1,0,77,0,0,6,11,5,0,0,4,0,2,0
"1000000US060750330002004",60750330002004,"Block 2004, Block Group 2, Census Tract 330, San Francisco County, California",161,151,73,0,0,67,1,2,8,10,5,0,0,1,0,2,2
"1000000US060750330002005",60750330002005,"Block 2005, Block Group 2, Census Tract 330, San Francisco County, California",52,51,20,0,0,30,0,0,1,1,0,0,0,0,1,0,0
"1000000US060750330002006",60750330002006,"Block 2006, Block Group 2, Census Tract 330, San Francisco County, California",156,148,52,6,0,85,0,0,5,8,2,0,0,1,0,2,3
"1000000US060750330002007",60750330002007,"Block 2007, Block Group 2, Census Tract 330, San Francisco County, California",131,117,53,1,0,59,0,1,3,14,6,0,0,0,0,5,3
"1000000US060750330002008",60750330002008,"Block 2008, Block Group 2, Census Tract 330, San Francisco County, California",171,166,44,1,0,118,0,0,3,5,3,0,0,0,0,2,0
"1000000US060750330003000",60750330003000,"Block 3000, Block Group 3, Census Tract 330, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750330003001",60750330003001,"Block 3001, Block Group 3, Census Tract 330, San Francisco County, California",162,148,67,0,0,72,0,0,9,14,8,0,0,0,0,6,0
"1000000US060750330003002",60750330003002,"Block 3002, Block Group 3, Census Tract 330, San Francisco County, California",157,149,49,0,0,97,0,0,3,8,7,0,0,0,0,0,1
"1000000US060750330003003",60750330003003,"Block 3003, Block Group 3, Census Tract 330, San Francisco County, California",140,134,87,0,0,45,0,0,2,6,2,0,0,0,0,3,1
"1000000US060750330003004",60750330003004,"Block 3004, Block Group 3, Census Tract 330, San Francisco County, California",139,115,59,5,0,43,1,1,6,24,9,0,0,1,0,11,3
"1000000US060750330003005",60750330003005,"Block 3005, Block Group 3, Census Tract 330, San Francisco County, California",152,144,67,0,0,74,0,3,0,8,4,0,0,0,0,2,2
"1000000US060750330003006",60750330003006,"Block 3006, Block Group 3, Census Tract 330, San Francisco County, California",213,199,78,12,0,104,0,2,3,14,11,0,0,0,0,1,2
"1000000US060750330003007",60750330003007,"Block 3007, Block Group 3, Census Tract 330, San Francisco County, California",93,88,26,0,0,62,0,0,0,5,5,0,0,0,0,0,0
"1000000US060750330003008",60750330003008,"Block 3008, Block Group 3, Census Tract 330, San Francisco County, California",167,158,62,0,0,80,2,0,14,9,6,0,0,0,0,0,3
"1000000US060750330003009",60750330003009,"Block 3009, Block Group 3, Census Tract 330, San Francisco County, California",228,213,129,4,1,69,0,0,10,15,12,0,0,0,0,3,0
"1000000US060750330003010",60750330003010,"Block 3010, Block Group 3, Census Tract 330, San Francisco County, California",86,79,44,1,0,31,1,0,2,7,4,2,1,0,0,0,0
"1000000US060750330004000",60750330004000,"Block 4000, Block Group 4, Census Tract 330, San Francisco County, California",12,12,2,0,0,10,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750330004001",60750330004001,"Block 4001, Block Group 4, Census Tract 330, San Francisco County, California",20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750330004002",60750330004002,"Block 4002, Block Group 4, Census Tract 330, San Francisco County, California",39,39,15,0,0,21,0,0,3,0,0,0,0,0,0,0,0
"1000000US060750330004003",60750330004003,"Block 4003, Block Group 4, Census Tract 330, San Francisco County, California",43,38,23,1,0,11,0,0,3,5,5,0,0,0,0,0,0
"1000000US060750330004004",60750330004004,"Block 4004, Block Group 4, Census Tract 330, San Francisco County, California",25,25,15,0,0,10,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750330004005",60750330004005,"Block 4005, Block Group 4, Census Tract 330, San Francisco County, California",25,25,9,0,0,16,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750330004006",60750330004006,"Block 4006, Block Group 4, Census Tract 330, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750330004007",60750330004007,"Block 4007, Block Group 4, Census Tract 330, San Francisco County, California",87,87,36,1,0,48,0,0,2,0,0,0,0,0,0,0,0
"1000000US060750330004008",60750330004008,"Block 4008, Block Group 4, Census Tract 330, San Francisco County, California",95,89,25,0,0,56,0,3,5,6,4,0,0,0,0,1,1
"1000000US060750330004009",60750330004009,"Block 4009, Block Group 4, Census Tract 330, San Francisco County, California",58,57,20,0,0,34,0,0,3,1,1,0,0,0,0,0,0
"1000000US060750330004010",60750330004010,"Block 4010, Block Group 4, Census Tract 330, San Francisco County, California",107,99,35,2,0,56,0,1,5,8,5,0,0,0,0,1,2
"1000000US060750330004011",60750330004011,"Block 4011, Block Group 4, Census Tract 330, San Francisco County, California",95,90,60,1,0,28,0,1,0,5,3,0,0,0,0,2,0
"1000000US060750330004012",60750330004012,"Block 4012, Block Group 4, Census Tract 330, San Francisco County, California",77,70,32,0,0,35,0,0,3,7,0,0,0,0,0,7,0
"1000000US060750330004013",60750330004013,"Block 4013, Block Group 4, Census Tract 330, San Francisco County, California",24,24,7,0,0,17,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750330004014",60750330004014,"Block 4014, Block Group 4, Census Tract 330, San Francisco County, California",16,15,9,0,0,6,0,0,0,1,1,0,0,0,0,0,0
"1000000US060750330004015",60750330004015,"Block 4015, Block Group 4, Census Tract 330, San Francisco County, California",80,71,43,0,1,23,0,0,4,9,0,0,0,5,0,4,0
"1000000US060750330004016",60750330004016,"Block 4016, Block Group 4, Census Tract 330, San Francisco County, California",165,151,61,3,0,83,0,0,4,14,2,0,0,1,0,7,4
"1000000US060750330004017",60750330004017,"Block 4017, Block Group 4, Census Tract 330, San Francisco County, California",131,130,23,0,0,107,0,0,0,1,0,0,0,0,0,1,0
"1000000US060750330004018",60750330004018,"Block 4018, Block Group 4, Census Tract 330, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750330004019",60750330004019,"Block 4019, Block Group 4, Census Tract 330, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750330004020",60750330004020,"Block 4020, Block Group 4, Census Tract 330, San Francisco County, California",49,48,22,1,0,25,0,0,0,1,0,0,0,0,0,0,1
"1000000US060750330004021",60750330004021,"Block 4021, Block Group 4, Census Tract 330, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750330004022",60750330004022,"Block 4022, Block Group 4, Census Tract 330, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750330005000",60750330005000,"Block 5000, Block Group 5, Census Tract 330, San Francisco County, California",156,151,65,4,1,78,0,1,2,5,0,0,1,2,1,1,0
"1000000US060750330005001",60750330005001,"Block 5001, Block Group 5, Census Tract 330, San Francisco County, California",222,204,66,7,0,127,0,0,4,18,15,0,0,0,0,1,2
"1000000US060750330005002",60750330005002,"Block 5002, Block Group 5, Census Tract 330, San Francisco County, California",159,155,47,2,0,101,0,0,5,4,1,0,0,0,0,2,1
"1000000US060750330005003",60750330005003,"Block 5003, Block Group 5, Census Tract 330, San Francisco County, California",129,124,37,2,0,85,0,0,0,5,5,0,0,0,0,0,0
"1000000US060750330005004",60750330005004,"Block 5004, Block Group 5, Census Tract 330, San Francisco County, California",153,151,38,0,0,111,0,1,1,2,2,0,0,0,0,0,0
"1000000US060750330005005",60750330005005,"Block 5005, Block Group 5, Census Tract 330, San Francisco County, California",164,146,34,0,0,104,0,0,8,18,4,0,0,0,0,9,5
"1000000US060750330005006",60750330005006,"Block 5006, Block Group 5, Census Tract 330, San Francisco County, California",131,125,39,4,0,79,0,0,3,6,3,0,0,1,0,0,2
"1000000US060750330005007",60750330005007,"Block 5007, Block Group 5, Census Tract 330, San Francisco County, California",190,172,72,5,0,91,1,0,3,18,11,0,0,5,0,2,0
"1000000US060750330005008",60750330005008,"Block 5008, Block Group 5, Census Tract 330, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750330005009",60750330005009,"Block 5009, Block Group 5, Census Tract 330, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750330006000",60750330006000,"Block 6000, Block Group 6, Census Tract 330, San Francisco County, California",162,154,58,0,0,87,0,0,9,8,2,0,0,1,0,4,1
"1000000US060750330006001",60750330006001,"Block 6001, Block Group 6, Census Tract 330, San Francisco County, California",168,155,65,0,1,79,0,0,10,13,8,0,0,0,0,4,1
"1000000US060750330006002",60750330006002,"Block 6002, Block Group 6, Census Tract 330, San Francisco County, California",159,153,51,0,0,94,0,0,8,6,4,0,0,0,0,1,1
"1000000US060750330006003",60750330006003,"Block 6003, Block Group 6, Census Tract 330, San Francisco County, California",180,178,41,2,0,135,0,0,0,2,0,0,0,0,0,1,1
"1000000US060750330006004",60750330006004,"Block 6004, Block Group 6, Census Tract 330, San Francisco County, California",136,127,73,0,0,50,0,0,4,9,3,0,0,0,0,4,2
"1000000US060750330006005",60750330006005,"Block 6005, Block Group 6, Census Tract 330, San Francisco County, California",157,147,52,0,1,92,0,0,2,10,2,0,0,1,0,1,6
"1000000US060750330006006",60750330006006,"Block 6006, Block Group 6, Census Tract 330, San Francisco County, California",192,165,44,0,0,116,0,0,5,27,17,0,0,0,0,8,2
"1000000US060750330006007",60750330006007,"Block 6007, Block Group 6, Census Tract 330, San Francisco County, California",149,146,30,0,0,114,0,0,2,3,2,0,0,0,0,0,1
"1000000US060750330006008",60750330006008,"Block 6008, Block Group 6, Census Tract 330, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750330006009",60750330006009,"Block 6009, Block Group 6, Census Tract 330, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750331001000",60750331001000,"Block 1000, Block Group 1, Census Tract 331, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750331001001",60750331001001,"Block 1001, Block Group 1, Census Tract 331, San Francisco County, California",95,94,43,0,0,49,0,0,2,1,1,0,0,0,0,0,0
"1000000US060750331001002",60750331001002,"Block 1002, Block Group 1, Census Tract 331, San Francisco County, California",83,83,41,0,0,42,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750331001003",60750331001003,"Block 1003, Block Group 1, Census Tract 331, San Francisco County, California",74,71,26,0,0,45,0,0,0,3,3,0,0,0,0,0,0
"1000000US060750331001004",60750331001004,"Block 1004, Block Group 1, Census Tract 331, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750331001005",60750331001005,"Block 1005, Block Group 1, Census Tract 331, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750331001006",60750331001006,"Block 1006, Block Group 1, Census Tract 331, San Francisco County, California",94,92,55,1,0,36,0,0,0,2,1,0,0,1,0,0,0
"1000000US060750331001007",60750331001007,"Block 1007, Block Group 1, Census Tract 331, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750331001008",60750331001008,"Block 1008, Block Group 1, Census Tract 331, San Francisco County, California",29,29,20,1,0,5,0,3,0,0,0,0,0,0,0,0,0
"1000000US060750331001009",60750331001009,"Block 1009, Block Group 1, Census Tract 331, San Francisco County, California",49,49,21,0,0,27,0,0,1,0,0,0,0,0,0,0,0
"1000000US060750331001010",60750331001010,"Block 1010, Block Group 1, Census Tract 331, San Francisco County, California",76,76,42,1,0,28,1,0,4,0,0,0,0,0,0,0,0
"1000000US060750331001011",60750331001011,"Block 1011, Block Group 1, Census Tract 331, San Francisco County, California",68,64,9,0,3,52,0,0,0,4,4,0,0,0,0,0,0
"1000000US060750331001012",60750331001012,"Block 1012, Block Group 1, Census Tract 331, San Francisco County, California",63,62,37,0,0,16,2,0,7,1,1,0,0,0,0,0,0
"1000000US060750331001013",60750331001013,"Block 1013, Block Group 1, Census Tract 331, San Francisco County, California",48,41,22,0,0,19,0,0,0,7,7,0,0,0,0,0,0
"1000000US060750331002000",60750331002000,"Block 2000, Block Group 2, Census Tract 331, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750331002001",60750331002001,"Block 2001, Block Group 2, Census Tract 331, San Francisco County, California",89,86,39,0,0,43,0,0,4,3,2,0,0,0,0,1,0
"1000000US060750331002002",60750331002002,"Block 2002, Block Group 2, Census Tract 331, San Francisco County, California",100,97,41,4,0,49,0,0,3,3,3,0,0,0,0,0,0
"1000000US060750331002003",60750331002003,"Block 2003, Block Group 2, Census Tract 331, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750331002004",60750331002004,"Block 2004, Block Group 2, Census Tract 331, San Francisco County, California",124,121,46,0,0,75,0,0,0,3,3,0,0,0,0,0,0
"1000000US060750331002005",60750331002005,"Block 2005, Block Group 2, Census Tract 331, San Francisco County, California",119,113,38,0,0,67,0,5,3,6,3,0,0,1,0,1,1
"1000000US060750331002006",60750331002006,"Block 2006, Block Group 2, Census Tract 331, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750331002007",60750331002007,"Block 2007, Block Group 2, Census Tract 331, San Francisco County, California",127,120,50,0,0,64,0,0,6,7,1,0,0,0,0,3,3
"1000000US060750331002008",60750331002008,"Block 2008, Block Group 2, Census Tract 331, San Francisco County, California",81,81,18,0,0,62,0,0,1,0,0,0,0,0,0,0,0
"1000000US060750331002009",60750331002009,"Block 2009, Block Group 2, Census Tract 331, San Francisco County, California",94,83,30,0,0,52,0,0,1,11,9,0,0,0,0,1,1
"1000000US060750331002010",60750331002010,"Block 2010, Block Group 2, Census Tract 331, San Francisco County, California",76,74,18,2,0,52,0,0,2,2,1,0,0,0,0,0,1
"1000000US060750331002011",60750331002011,"Block 2011, Block Group 2, Census Tract 331, San Francisco County, California",58,57,18,0,0,36,0,0,3,1,1,0,0,0,0,0,0
"1000000US060750331002012",60750331002012,"Block 2012, Block Group 2, Census Tract 331, San Francisco County, California",60,58,19,3,0,35,0,0,1,2,2,0,0,0,0,0,0
"1000000US060750331002013",60750331002013,"Block 2013, Block Group 2, Census Tract 331, San Francisco County, California",44,39,25,0,0,13,1,0,0,5,5,0,0,0,0,0,0
"1000000US060750331002014",60750331002014,"Block 2014, Block Group 2, Census Tract 331, San Francisco County, California",86,84,50,4,0,28,0,0,2,2,1,0,0,1,0,0,0
"1000000US060750331003000",60750331003000,"Block 3000, Block Group 3, Census Tract 331, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750331003001",60750331003001,"Block 3001, Block Group 3, Census Tract 331, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750331003002",60750331003002,"Block 3002, Block Group 3, Census Tract 331, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750331003003",60750331003003,"Block 3003, Block Group 3, Census Tract 331, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750331003004",60750331003004,"Block 3004, Block Group 3, Census Tract 331, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750331003005",60750331003005,"Block 3005, Block Group 3, Census Tract 331, San Francisco County, California",109,100,31,0,0,67,0,0,2,9,0,0,0,0,0,6,3
"1000000US060750331003006",60750331003006,"Block 3006, Block Group 3, Census Tract 331, San Francisco County, California",119,118,45,0,0,70,0,0,3,1,1,0,0,0,0,0,0
"1000000US060750331003007",60750331003007,"Block 3007, Block Group 3, Census Tract 331, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750331003008",60750331003008,"Block 3008, Block Group 3, Census Tract 331, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750331003009",60750331003009,"Block 3009, Block Group 3, Census Tract 331, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750331003010",60750331003010,"Block 3010, Block Group 3, Census Tract 331, San Francisco County, California",101,96,37,0,0,38,5,0,16,5,4,0,0,0,0,0,1
"1000000US060750331003011",60750331003011,"Block 3011, Block Group 3, Census Tract 331, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750331003012",60750331003012,"Block 3012, Block Group 3, Census Tract 331, San Francisco County, California",108,95,36,0,0,57,0,0,2,13,9,0,0,0,0,2,2
"1000000US060750331003013",60750331003013,"Block 3013, Block Group 3, Census Tract 331, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750331003014",60750331003014,"Block 3014, Block Group 3, Census Tract 331, San Francisco County, California",75,72,30,0,0,42,0,0,0,3,3,0,0,0,0,0,0
"1000000US060750331003015",60750331003015,"Block 3015, Block Group 3, Census Tract 331, San Francisco County, California",104,92,30,0,0,56,0,2,4,12,2,0,0,0,0,8,2
"1000000US060750331003016",60750331003016,"Block 3016, Block Group 3, Census Tract 331, San Francisco County, California",71,69,31,0,0,35,0,0,3,2,2,0,0,0,0,0,0
"1000000US060750331003017",60750331003017,"Block 3017, Block Group 3, Census Tract 331, San Francisco County, California",78,64,25,0,0,38,0,0,1,14,7,0,0,0,0,2,5
"1000000US060750331004000",60750331004000,"Block 4000, Block Group 4, Census Tract 331, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750331004001",60750331004001,"Block 4001, Block Group 4, Census Tract 331, San Francisco County, California",126,112,32,0,0,77,0,0,3,14,9,0,0,0,0,4,1
"1000000US060750331004002",60750331004002,"Block 4002, Block Group 4, Census Tract 331, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750331004003",60750331004003,"Block 4003, Block Group 4, Census Tract 331, San Francisco County, California",144,134,32,1,0,96,0,0,5,10,4,1,0,0,0,3,2
"1000000US060750331004004",60750331004004,"Block 4004, Block Group 4, Census Tract 331, San Francisco County, California",43,39,18,0,0,21,0,0,0,4,4,0,0,0,0,0,0
"1000000US060750331004005",60750331004005,"Block 4005, Block Group 4, Census Tract 331, San Francisco County, California",33,27,7,0,0,18,0,0,2,6,0,0,0,0,0,3,3
"1000000US060750331004006",60750331004006,"Block 4006, Block Group 4, Census Tract 331, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750331004007",60750331004007,"Block 4007, Block Group 4, Census Tract 331, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750331004008",60750331004008,"Block 4008, Block Group 4, Census Tract 331, San Francisco County, California",53,52,25,0,0,26,0,0,1,1,1,0,0,0,0,0,0
"1000000US060750331004009",60750331004009,"Block 4009, Block Group 4, Census Tract 331, San Francisco County, California",69,60,17,0,0,41,0,0,2,9,6,0,0,1,0,1,1
"1000000US060750331004010",60750331004010,"Block 4010, Block Group 4, Census Tract 331, San Francisco County, California",67,59,28,0,0,30,0,0,1,8,4,0,0,0,0,2,2
"1000000US060750331004011",60750331004011,"Block 4011, Block Group 4, Census Tract 331, San Francisco County, California",75,67,37,0,0,29,0,0,1,8,5,0,0,0,0,0,3
"1000000US060750331004012",60750331004012,"Block 4012, Block Group 4, Census Tract 331, San Francisco County, California",56,50,22,0,0,24,1,0,3,6,4,0,0,0,0,0,2
"1000000US060750331004013",60750331004013,"Block 4013, Block Group 4, Census Tract 331, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750331004014",60750331004014,"Block 4014, Block Group 4, Census Tract 331, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750331004015",60750331004015,"Block 4015, Block Group 4, Census Tract 331, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750331004016",60750331004016,"Block 4016, Block Group 4, Census Tract 331, San Francisco County, California",42,38,17,0,0,21,0,0,0,4,0,0,0,0,0,4,0
"1000000US060750331004017",60750331004017,"Block 4017, Block Group 4, Census Tract 331, San Francisco County, California",35,35,12,0,0,23,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750331004018",60750331004018,"Block 4018, Block Group 4, Census Tract 331, San Francisco County, California",57,56,26,0,0,28,0,0,2,1,1,0,0,0,0,0,0
"1000000US060750331004019",60750331004019,"Block 4019, Block Group 4, Census Tract 331, San Francisco County, California",112,110,38,0,0,68,0,0,4,2,2,0,0,0,0,0,0
"1000000US060750331004020",60750331004020,"Block 4020, Block Group 4, Census Tract 331, San Francisco County, California",96,90,32,0,0,55,0,0,3,6,4,0,0,2,0,0,0
"1000000US060750331004021",60750331004021,"Block 4021, Block Group 4, Census Tract 331, San Francisco County, California",72,71,28,0,0,42,0,0,1,1,0,0,0,0,0,1,0
"1000000US060750331004022",60750331004022,"Block 4022, Block Group 4, Census Tract 331, San Francisco County, California",116,107,53,0,0,53,1,0,0,9,3,0,0,0,0,6,0
"1000000US060750331004023",60750331004023,"Block 4023, Block Group 4, Census Tract 331, San Francisco County, California",90,89,26,1,0,57,3,0,2,1,0,0,0,0,0,1,0
"1000000US060750331004024",60750331004024,"Block 4024, Block Group 4, Census Tract 331, San Francisco County, California",75,72,17,0,0,53,0,0,2,3,3,0,0,0,0,0,0
"1000000US060750331004025",60750331004025,"Block 4025, Block Group 4, Census Tract 331, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750331004026",60750331004026,"Block 4026, Block Group 4, Census Tract 331, San Francisco County, California",105,103,42,0,0,61,0,0,0,2,2,0,0,0,0,0,0
"1000000US060750331004027",60750331004027,"Block 4027, Block Group 4, Census Tract 331, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750331004028",60750331004028,"Block 4028, Block Group 4, Census Tract 331, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750331004029",60750331004029,"Block 4029, Block Group 4, Census Tract 331, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750331004030",60750331004030,"Block 4030, Block Group 4, Census Tract 331, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750331004031",60750331004031,"Block 4031, Block Group 4, Census Tract 331, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750331004032",60750331004032,"Block 4032, Block Group 4, Census Tract 331, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750331004033",60750331004033,"Block 4033, Block Group 4, Census Tract 331, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750331004034",60750331004034,"Block 4034, Block Group 4, Census Tract 331, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750332011000",60750332011000,"Block 1000, Block Group 1, Census Tract 332.01, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750332011001",60750332011001,"Block 1001, Block Group 1, Census Tract 332.01, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750332011002",60750332011002,"Block 1002, Block Group 1, Census Tract 332.01, San Francisco County, California",131,120,55,18,0,37,0,6,4,11,4,0,0,1,0,4,2
"1000000US060750332011003",60750332011003,"Block 1003, Block Group 1, Census Tract 332.01, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750332011004",60750332011004,"Block 1004, Block Group 1, Census Tract 332.01, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750332011005",60750332011005,"Block 1005, Block Group 1, Census Tract 332.01, San Francisco County, California",3169,2575,1484,217,6,665,5,17,181,594,283,23,7,18,2,198,63
"1000000US060750332011006",60750332011006,"Block 1006, Block Group 1, Census Tract 332.01, San Francisco County, California",214,190,93,14,0,63,4,0,16,24,8,0,0,0,0,16,0
"1000000US060750332011007",60750332011007,"Block 1007, Block Group 1, Census Tract 332.01, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750332011008",60750332011008,"Block 1008, Block Group 1, Census Tract 332.01, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750332011009",60750332011009,"Block 1009, Block Group 1, Census Tract 332.01, San Francisco County, California",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750332011010",60750332011010,"Block 1010, Block Group 1, Census Tract 332.01, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750332011011",60750332011011,"Block 1011, Block Group 1, Census Tract 332.01, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750332011012",60750332011012,"Block 1012, Block Group 1, Census Tract 332.01, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750332011013",60750332011013,"Block 1013, Block Group 1, Census Tract 332.01, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750332011014",60750332011014,"Block 1014, Block Group 1, Census Tract 332.01, San Francisco County, California",63,53,25,2,0,20,2,0,4,10,8,0,0,0,0,2,0
"1000000US060750332011015",60750332011015,"Block 1015, Block Group 1, Census Tract 332.01, San Francisco County, California",105,86,35,14,0,30,0,0,7,19,13,0,0,0,0,6,0
"1000000US060750332011016",60750332011016,"Block 1016, Block Group 1, Census Tract 332.01, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750332011017",60750332011017,"Block 1017, Block Group 1, Census Tract 332.01, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750332031000",60750332031000,"Block 1000, Block Group 1, Census Tract 332.03, San Francisco County, California",987,885,448,68,5,321,3,4,36,102,46,1,1,4,0,34,16
"1000000US060750332031001",60750332031001,"Block 1001, Block Group 1, Census Tract 332.03, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750332031002",60750332031002,"Block 1002, Block Group 1, Census Tract 332.03, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750332031003",60750332031003,"Block 1003, Block Group 1, Census Tract 332.03, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
